,,Week 13 Game,,,,Standard,,PPR,,Receiving,,,,Rushing,,,
Kelby Williams,Old Dominion,Marsh,Marsh,-,-,195,6.22,217,8.81,40.00,2.59,15.4,0.37,0.00,0.09,0.0,0.00
DeMarcus Harris,Marshall,ODU,Marsh,-,-,196,6.21,154,10.24,46.38,4.02,11.5,0.26,0.00,0.00,0.0,0.00
Anthony Sambucci,Western Michigan,CentMi,WestMI,-,-,197,6.21,231,8.56,33.73,2.35,14.4,0.47,0.16,0.16,1.0,0.00
Naiem Simmons,South Florida,Tulsa,Tulsa,-,-,198,6.17,212,8.89,39.09,2.72,14.4,0.38,0.00,0.00,0.0,0.00
Noah Rogers,North Carolina State,GaTech,NCSU,-,-,199,6.16,209,8.96,41.27,2.80,14.7,0.34,0.00,0.00,0.0,0.00
Marlyn Johnson,Florida Atlantic,Char,Char,-,-,200,6.14,188,9.58,42.16,3.44,12.3,0.32,0.00,0.00,0.0,0.00
Ja'Shaun Poke,San Diego State,UtahSt,SDSU,-,-,201,6.11,162,10.11,41.08,4.00,10.3,0.33,0.00,0.00,0.0,0.00
Jahmal Banks,Nebraska,Wisc,Wisc,-,-,202,6.10,187,9.60,39.57,3.50,11.3,0.36,0.00,0.00,0.0,0.00
Robert Williams,Louisiana-Lafayette,Troy,Troy,-,-,203,6.10,201,9.25,38.80,3.15,12.3,0.37,0.00,0.00,0.0,0.00
Austin Bolt,Boise State,Wyo,Boise,-,-,204,6.09,253,8.09,42.46,2.00,21.2,0.31,0.00,0.00,0.0,0.00
Jimmy Holiday,Louisiana Tech,Ark,LaTech,-,-,205,6.03,219,8.78,44.08,2.75,16.0,0.25,1.25,0.50,2.5,0.00
Traylon Ray,West Virginia,UCF,UCF,-,-,206,6.02,254,8.06,42.11,2.04,20.6,0.30,0.00,0.00,0.0,0.00
Jamahdia Whitby,Coastal Carolina,GaSo,GaSo,-,-,207,6.01,213,8.88,37.87,2.87,13.2,0.37,0.00,0.00,0.0,0.00
Jalil Farooq,Oklahoma,Ala,Ala,-,-,208,6.00,193,9.48,46.17,3.48,13.3,0.17,3.39,0.61,5.6,0.00
JB Mitchell,Eastern Michigan,Buff,Buff,-,-,209,6.00,178,9.81,43.95,3.81,11.5,0.27,0.09,0.09,1.0,0.00
Bru McCoy,Tennessee,UTEP,UTEP,-,-,210,5.98,204,9.14,41.23,3.15,13.1,0.31,0.15,0.08,1.9,0.00
Blair Conwright,North Texas,ECU,ECU,-,-,211,5.97,236,8.50,44.09,2.52,17.5,0.26,0.00,0.00,0.0,0.00
Bryant Wesco Jr.,Clemson,Cit,Cit,-,-,212,5.97,208,9.05,39.67,3.08,12.9,0.33,0.00,0.00,0.0,0.00
Myles Price,Indiana,OhioSt,Ind,-,-,213,5.93,145,10.45,42.71,4.52,9.4,0.27,0.62,0.18,3.4,0.00
Jaden Smith,UTEP,Tenn,UTEP,-,-,214,5.93,195,9.45,43.46,3.51,12.4,0.26,0.43,0.09,4.8,0.00
Monaray Baldwin,Baylor,Hou,Baylor,-,-,215,5.91,207,9.06,43.42,3.16,13.7,0.24,1.42,0.24,5.9,0.00
Tyson Davis,Central Michigan,WestMI,WestMI,-,-,216,5.91,239,8.41,38.50,2.50,15.4,0.33,0.58,0.17,3.4,0.00
Jonah Wilson,Houston,Baylor,Baylor,-,-,217,5.90,218,8.80,39.60,2.90,13.7,0.32,0.00,0.00,0.0,0.00
Kam Thomas,UTEP,Tenn,UTEP,-,-,218,5.88,214,8.88,36.77,3.00,12.3,0.23,3.62,1.00,3.6,0.08
CJ Daniels,LSU,Vandy,Vandy,-,-,219,5.86,244,8.29,36.06,2.44,14.8,0.38,0.00,0.00,0.0,0.00
Qua'Vez Humphreys,Sam Houston,JacSt,SamHou,-,-,220,5.86,224,8.69,38.31,2.82,13.6,0.32,0.97,0.24,4.0,0.00
JP Richardson,TCU,Ari,Ari,-,-,221,5.84,191,9.50,43.32,3.66,11.8,0.23,1.01,0.23,4.4,0.00
Andrel Anthony,Oklahoma,Ala,Ala,-,-,222,5.82,241,8.36,44.38,2.54,17.5,0.23,0.00,0.00,0.0,0.00
Chedon James,Fresno State,ColoSt,ColoSt,-,-,223,5.81,184,9.65,43.68,3.84,11.4,0.24,0.00,0.00,0.0,0.00
Key'Shawn Smith,SMU,UVa,SMU,-,-,224,5.79,226,8.64,37.24,2.84,13.1,0.34,0.00,0.00,0.0,0.00
Kenari Wilcher,Illinois,Rut,Ill,-,-,225,5.77,171,9.94,47.75,4.17,11.5,0.17,0.00,0.00,0.0,0.00
Chase Lane,Georgia Tech,NCSU,NCSU,-,-,226,5.74,234,8.52,40.74,2.78,14.7,0.28,0.00,0.00,0.0,0.00
Hudson Clement,West Virginia,UCF,UCF,-,-,227,5.71,290,7.44,38.13,1.74,21.9,0.32,0.00,0.00,0.0,0.00
Isiah Paige,Old Dominion,Marsh,Marsh,-,-,228,5.70,190,9.52,40.36,3.82,10.6,0.27,0.27,0.09,3.0,0.00
Omar Cooper,Indiana,OhioSt,Ind,-,-,229,5.69,238,8.48,41.44,2.80,14.8,0.25,0.17,0.08,2.1,0.00
Javon Tracy,Miami (OH),NIU,NIU,-,-,230,5.66,255,8.03,40.27,2.36,17.1,0.27,0.00,0.00,0.0,0.00
Jaden Bray,West Virginia,UCF,UCF,-,-,231,5.65,272,7.79,35.20,2.13,16.5,0.36,0.00,0.00,0.0,0.00
Hal Presley,Baylor,Hou,Baylor,-,-,232,5.64,210,8.95,45.74,3.30,13.9,0.17,0.26,0.17,1.5,0.00
Adrian Norton,Akron,KentSt,Akron,-,-,233,5.61,196,9.43,39.73,3.82,10.4,0.27,0.00,0.00,0.0,0.00
Kaleb Brown,Iowa,MD,Iowa,-,-,234,5.60,220,8.73,44.69,3.13,14.3,0.18,0.54,0.09,6.0,0.00
Naseim Brantley,Rutgers,Ill,Ill,-,-,235,5.59,247,8.18,34.46,2.59,13.3,0.36,0.00,0.00,0.0,0.00
Jesse Prewitt III,Central Michigan,WestMI,WestMI,-,-,236,5.56,250,8.15,36.29,2.58,14.1,0.32,0.00,0.00,0.0,0.00
Cadarrius Thompson,Georgia State,TxSt,GaSt,-,-,237,5.54,233,8.52,36.05,2.98,12.1,0.32,0.00,0.00,0.0,0.00
LV Bunkley-Shelton,Georgia Southern,CoastC,GaSo,-,-,238,5.53,206,9.06,41.85,3.53,11.9,0.22,0.00,0.00,0.0,0.00
Kevin Coleman,Mississippi State,Missou,Missou,-,-,239,5.53,215,8.84,39.44,3.31,11.9,0.24,1.37,0.32,4.3,0.00
Kendrick Law,Alabama,Okla,Ala,-,-,240,5.48,235,8.52,39.84,3.03,13.1,0.25,0.25,0.08,3.1,0.00
Marlion Jackson,Louisiana Tech,Ark,LaTech,-,-,241,5.46,242,8.36,37.54,2.89,13.0,0.26,1.32,0.35,3.8,0.00
Taji Johnson,Buffalo,EastMi,Buff,-,-,242,5.45,240,8.38,33.79,2.93,11.5,0.34,0.00,0.00,0.0,0.00
Latrell Caples,Boise State,Wyo,Boise,-,-,243,5.44,222,8.71,38.00,3.27,11.6,0.27,0.00,0.00,0.0,0.00
Jared Brown,South Carolina,Wof,Wof,-,-,244,5.41,230,8.57,38.75,3.17,12.2,0.25,0.33,0.33,1.0,0.00
Chase Hendricks,Ohio,Toledo,Ohio,-,-,245,5.41,251,8.12,38.31,2.71,14.1,0.25,0.51,0.17,3.0,0.00
Moose Muhammad III,Texas A&M,Auburn,TexA&M,-,-,246,5.41,221,8.72,37.50,3.31,11.3,0.24,2.10,0.48,4.4,0.00
Reymello Murphy,Arizona,TCU,Ari,-,-,247,5.41,260,7.94,30.69,2.53,12.1,0.33,3.84,0.82,4.7,0.00
Colby Bowman,Utah State,SDSU,SDSU,-,-,248,5.40,246,8.26,37.95,2.86,13.3,0.27,0.00,0.00,0.0,0.00
Qian Magwood,Ball State,BGSU,BGSU,-,-,249,5.40,205,9.13,37.64,3.73,10.1,0.27,0.00,0.00,0.0,0.00
Matthew Golden,Texas,Kty,Kty,-,-,250,5.39,259,7.98,35.06,2.59,13.5,0.31,0.00,0.08,0.0,0.00
Jordan Faison,Notre Dame,Army,ND,-,-,251,5.37,289,7.47,34.10,2.10,16.2,0.30,1.60,0.20,8.0,0.00
Montana Lemonious-Craig,Arizona,TCU,Ari,-,-,252,5.37,243,8.32,32.32,2.95,11.0,0.36,0.00,0.00,0.0,0.00
Dante Cephas,Kansas State,Cin,Cin,-,-,253,5.36,252,8.11,37.17,2.75,13.5,0.25,1.42,0.33,4.3,0.00
Quentin Skinner,Kansas,Colo,Colo,-,-,254,5.34,273,7.72,42.38,2.38,17.8,0.17,0.77,0.17,4.5,0.00
Ashtyn Hawkins,Baylor,Hou,Baylor,-,-,255,5.33,249,8.16,38.25,2.83,13.5,0.25,0.00,0.08,0.0,0.00
Tyson Mobley,Liberty,WestKy,WestKy,-,-,256,5.33,315,6.96,31.45,1.64,19.2,0.36,0.00,0.00,0.0,0.00
Trech Kekahuna,Wisconsin,Neb,Wisc,-,-,257,5.28,228,8.58,36.70,3.30,11.1,0.27,0.00,0.00,0.0,0.00
Milan Tucker,Florida Atlantic,Char,Char,-,-,258,5.23,232,8.56,35.65,3.33,10.7,0.28,0.00,0.00,0.0,0.00
Trent Walker,Oregon State,WashSt,WashSt,-,-,259,5.22,237,8.49,36.29,3.28,11.1,0.26,0.34,0.09,3.8,0.00
Caleb Douglas,Texas Tech,OkSt,TxTch,-,-,260,5.21,225,8.66,36.55,3.45,10.6,0.26,0.00,0.00,0.0,0.00
Harvey Broussard,Louisiana-Lafayette,Troy,Troy,-,-,261,5.19,268,7.83,35.55,2.64,13.5,0.27,0.00,0.00,0.0,0.00
Gavin Blackwell,North Carolina,BC,UNC,-,-,262,5.18,278,7.64,37.54,2.46,15.3,0.24,0.00,0.00,0.0,0.00
Mekhi Shaw,San Diego State,UtahSt,SDSU,-,-,263,5.17,248,8.18,37.38,3.02,12.4,0.24,0.00,0.00,0.0,0.00
Luke Floriea,Kent,Akron,Akron,-,-,264,5.15,245,8.27,32.26,3.12,10.3,0.31,0.55,0.08,6.9,0.00
Jeremiah Ballard,Tulsa,USF,Tulsa,-,-,265,5.14,257,8.01,46.03,2.87,16.0,0.09,0.00,0.00,0.0,0.00
Horatio Fields,Wake Forest,Mia-Fl,Wake,-,-,266,5.12,261,7.90,34.54,2.78,12.4,0.28,0.00,0.00,0.0,0.00
Antonio Jones,Temple,Tx-SA,Temple,-,-,267,5.10,279,7.64,41.51,2.54,16.3,0.16,0.00,0.00,0.0,0.00
KeAndre Lambert-Smith,Auburn,TexA&M,TexA&M,-,-,268,5.08,271,7.81,34.45,2.73,12.6,0.27,0.00,0.00,0.0,0.00
Will Pelissier,Wyoming,Boise,Boise,-,-,269,5.04,276,7.71,35.08,2.67,13.1,0.25,0.33,0.17,1.9,0.00
Devonte Ross,Troy,UL-Laf,Troy,-,-,270,5.02,275,7.72,36.23,2.69,13.5,0.23,0.15,0.08,1.9,0.00
O'Mega Blake,UNC Charlotte,FlaAtl,Char,-,-,271,5.00,300,7.29,32.86,2.29,14.3,0.29,0.00,0.00,0.0,0.00
Lance LeGendre,Louisiana-Lafayette,Troy,Troy,-,-,272,4.98,288,7.50,34.17,2.52,13.6,0.26,0.00,0.00,0.0,0.00
Aaron Anderson,LSU,Vandy,Vandy,-,-,273,4.95,281,7.61,33.47,2.67,12.5,0.27,0.00,0.00,0.0,0.00
Duce Robinson,USC,UCLA,USC,-,-,274,4.95,325,6.66,34.95,1.70,20.6,0.24,0.00,0.00,0.0,0.00
Armani Winfield,Colorado State,Fres,ColoSt,-,-,275,4.95,256,8.01,38.43,3.06,12.6,0.19,0.00,0.00,0.0,0.00
Marc Britt,Louisiana-Monroe,ArkSt,UL-Mon,-,-,276,4.94,285,7.53,32.50,2.59,12.5,0.28,0.19,0.09,2.1,0.00
Julian Gray,Liberty,WestKy,WestKy,-,-,277,4.94,320,6.77,29.17,1.83,15.9,0.33,0.25,0.08,3.1,0.00
Michael Mathison,Western Kentucky,Lib,WestKy,-,-,278,4.94,258,8.01,34.92,3.06,11.4,0.24,0.00,0.00,0.0,0.00
Tyrone Broden,Arkansas,LaTech,LaTech,-,-,279,4.93,284,7.55,35.08,2.62,13.4,0.23,0.38,0.08,4.8,0.00
Moochie Dixon,SMU,UVa,SMU,-,-,280,4.93,306,7.09,29.84,2.16,13.8,0.32,0.24,0.08,3.0,0.00
Elijah Canion,Liberty,WestKy,WestKy,-,-,281,4.91,326,6.64,27.27,1.73,15.8,0.36,0.00,0.00,0.0,0.00
Ja'Cyais Credle,Georgia State,TxSt,GaSt,-,-,282,4.90,270,7.82,35.15,2.92,12.0,0.23,0.00,0.00,0.0,0.00
Eric Rivers,Florida International,KennSt,FIU,-,-,283,4.89,266,7.84,34.10,2.95,11.6,0.25,0.00,0.00,0.0,0.00
Porter Rooks,Eastern Michigan,Buff,Buff,-,-,284,4.89,265,7.84,38.21,2.95,13.0,0.18,0.00,0.00,0.0,0.00
Christian Dremel,Rutgers,Ill,Ill,-,-,285,4.88,264,7.85,33.13,2.97,11.2,0.23,1.64,0.31,5.3,0.00
Peyton Higgins,Troy,UL-Laf,Troy,-,-,286,4.86,292,7.44,38.33,2.58,14.9,0.17,0.25,0.08,3.1,0.00
Dacari Collins,North Carolina State,GaTech,NCSU,-,-,287,4.84,309,7.07,32.44,2.22,14.6,0.27,0.00,0.00,0.0,0.00
Kody Epps,BYU,AriSt,BYU,-,-,288,4.84,287,7.50,33.75,2.66,12.7,0.23,0.63,0.23,2.7,0.00
Carlos Hernandez,Washington State,OreSt,WashSt,-,-,289,4.81,262,7.86,39.44,3.06,12.9,0.14,0.28,0.14,2.0,0.00
Iverson Hooks,UAB,Rice,Rice,-,-,290,4.80,291,7.44,28.80,2.64,10.9,0.32,0.00,0.00,0.0,0.00
Prince Strachan,Boise State,Wyo,Boise,-,-,291,4.76,338,6.38,33.77,1.62,20.8,0.23,0.00,0.00,0.0,0.00
Davon Wells,Louisiana-Monroe,ArkSt,UL-Mon,-,-,292,4.75,280,7.62,32.79,2.87,11.4,0.25,0.00,0.00,0.0,0.00
Kyre Duplessis,Coastal Carolina,GaSo,GaSo,-,-,293,4.74,263,7.85,35.16,3.11,11.3,0.16,2.38,0.98,2.4,0.00
Makai Jackson,Appalachian State,JMU,JMU,-,-,294,4.74,301,7.22,36.00,2.48,14.5,0.19,0.00,0.00,0.0,0.00
Damien Alford,Utah,IaSt,IaSt,-,-,295,4.73,307,7.08,33.18,2.35,14.1,0.24,0.00,0.00,0.0,0.00
Daejon Reynolds,Pittsburgh,Lou,Pitt,-,-,296,4.73,277,7.70,33.28,2.97,11.2,0.23,0.00,0.00,0.0,0.00
Chuck Montgomery,Marshall,ODU,Marsh,-,-,297,4.70,294,7.40,32.21,2.70,11.9,0.25,0.00,0.00,0.0,0.00
Frank Covey IV,Northwestern,Mich,NW,-,-,298,4.67,267,7.84,36.09,3.18,11.3,0.18,0.00,0.00,0.0,0.00
Andre Greene,Virginia,SMU,SMU,-,-,299,4.66,282,7.61,36.72,2.95,12.4,0.16,0.00,0.00,0.0,0.00
Melquan Stovall,Arizona State,BYU,BYU,-,-,300,4.66,293,7.42,34.22,2.76,12.4,0.17,2.07,0.34,6.1,0.00
Cortez Braham,Nevada,AF,AF,-,-,301,4.65,303,7.19,32.14,2.54,12.7,0.24,0.08,0.08,1.0,0.00
Rawson MacNeill,Rice,UAB,Rice,-,-,302,4.63,283,7.58,35.63,2.95,12.1,0.18,0.00,0.00,0.0,0.00
Baylin Brooks,San Diego State,UtahSt,SDSU,-,-,303,4.61,304,7.16,35.61,2.54,14.0,0.18,0.00,0.00,0.0,0.00
Myles Butler,Middle Tenn. St,NMSt,NMSt,-,-,304,4.60,319,6.81,30.64,2.21,13.9,0.26,0.00,0.00,0.0,0.00
Brett Buckman,UConn,Syr,UConn,-,-,305,4.59,269,7.83,35.76,3.24,11.0,0.16,0.41,0.16,2.6,0.00
CJ Smith,Purdue,MSU,Purdue,-,-,306,4.59,312,7.03,33.09,2.45,13.5,0.21,0.00,0.00,0.0,0.00
Willie McCoy,UTSA,Temple,Temple,-,-,307,4.55,305,7.15,28.37,2.60,10.9,0.28,0.37,0.28,1.3,0.00
Sterling Galban,Massachusetts,UGa,UMass,-,-,308,4.54,297,7.35,31.33,2.81,11.1,0.23,0.00,0.00,0.0,0.00
Zae Baines,Temple,Tx-SA,Temple,-,-,309,4.52,274,7.72,40.40,3.20,12.6,0.08,0.00,0.00,0.0,0.00
Donovan Ollie,Colorado State,Fres,ColoSt,-,-,310,4.51,298,7.33,35.40,2.82,12.6,0.16,0.00,0.00,0.0,0.00
RJ Garcia,Bowling Green,BallSt,BGSU,-,-,311,4.49,299,7.31,34.35,2.82,12.2,0.16,0.89,0.24,3.7,0.00
Braylen Walker,Rice,UAB,Rice,-,-,312,4.49,341,6.37,28.03,1.88,14.9,0.28,0.00,0.00,0.0,0.00
Devin Boddie,Wyoming,Boise,Boise,-,-,313,4.48,295,7.39,32.64,2.91,11.2,0.18,1.27,0.27,4.7,0.00
Malcolm Johnson,Bowling Green,BallSt,BGSU,-,-,314,4.45,308,7.08,34.07,2.63,13.0,0.17,0.25,0.08,3.1,0.00
Landon Parker,Troy,UL-Laf,Troy,-,-,315,4.44,331,6.53,28.00,2.09,13.4,0.27,0.00,0.00,0.0,0.00
Skyler Bell,UConn,Syr,UConn,-,-,316,4.43,311,7.06,27.91,2.64,10.6,0.27,0.00,0.00,0.0,0.00
Josiah Freeman,Fresno State,ColoSt,ColoSt,-,-,317,4.43,324,6.69,28.61,2.26,12.7,0.26,0.00,0.00,0.0,0.00
Donovan Faupel,New Mexico State,MiddTn,NMSt,-,-,318,4.39,332,6.51,25.10,2.12,11.8,0.31,0.00,0.00,0.0,0.00
Robert Lewis,Auburn,TexA&M,TexA&M,-,-,319,4.38,316,6.94,29.58,2.57,11.5,0.23,0.60,0.08,7.5,0.00
Jake Smith,Arizona State,BYU,BYU,-,-,320,4.34,310,7.07,29.30,2.73,10.7,0.23,0.00,0.00,0.0,0.00
Titus Mokiao-Atimalala,UCLA,USC,USC,-,-,321,4.33,334,6.49,28.25,2.17,13.0,0.25,0.00,0.00,0.0,0.00
Reagan Ealy,Arkansas State,UL-Mon,UL-Mon,-,-,322,4.29,336,6.43,31.72,2.14,14.8,0.19,0.00,0.00,0.0,0.00
Diante Vines,Old Dominion,Marsh,Marsh,-,-,323,4.29,340,6.37,28.16,2.08,13.5,0.24,0.32,0.08,4.0,0.00
Jacob Bernard,Louisiana-Lafayette,Troy,Troy,-,-,324,4.28,296,7.37,38.26,3.09,12.4,0.08,0.00,0.00,0.0,0.00
Brionne Penny,James Madison,App,JMU,-,-,325,4.26,318,6.82,32.43,2.55,12.7,0.17,0.00,0.00,0.0,0.00
Chris Parker,Central Michigan,WestMI,WestMI,-,-,326,4.24,351,6.20,27.76,1.96,14.2,0.24,0.00,0.00,0.0,0.00
Gamarion Carter,Middle Tenn. St,NMSt,NMSt,-,-,327,4.20,346,6.29,31.09,2.09,14.9,0.18,0.00,0.18,0.0,0.00
Trell Harris,Virginia,SMU,SMU,-,-,328,4.20,333,6.50,31.83,2.30,13.8,0.17,0.00,0.00,0.0,0.00
TreyShun Hurry,San Jose State,UNLV,UNLV,-,-,329,4.20,314,6.96,31.64,2.76,11.5,0.17,0.00,0.00,0.0,0.00
Ja'Varrius Johnson,Central Florida,WVU,UCF,-,-,330,4.20,317,6.84,30.27,2.64,11.5,0.18,0.82,0.09,9.1,0.00
Jordan Mosley,Mississippi State,Missou,Missou,-,-,331,4.20,339,6.38,29.91,2.18,13.7,0.18,1.18,0.27,4.4,0.00
Larry Simmons,Southern Miss,USA,USA,-,-,332,4.20,330,6.58,28.15,2.38,11.8,0.23,0.00,0.00,0.0,0.00
Nazeviah Burris,Florida International,KennSt,FIU,-,-,333,4.18,344,6.34,32.16,2.16,14.9,0.16,0.00,0.00,0.0,0.00
Tony Johnson,Cincinnati,KanSt,Cin,-,-,334,4.18,345,6.31,30.13,2.13,14.1,0.18,0.98,0.09,10.9,0.00
Raphael Williams,Pittsburgh,Lou,Pitt,-,-,335,4.18,323,6.70,26.17,2.52,10.4,0.26,0.00,0.00,0.0,0.00
Jasaiah Gathings,UConn,Syr,UConn,-,-,336,4.17,286,7.51,36.51,3.34,10.9,0.09,0.00,0.00,0.0,0.00
Adam Jones,Arkansas State,UL-Mon,UL-Mon,-,-,337,4.17,367,6.00,31.67,1.83,17.3,0.17,0.00,0.00,0.0,0.00
Caleb Odom,Alabama,Okla,Ala,-,-,338,4.16,364,6.01,25.68,1.85,13.9,0.26,0.00,0.00,0.0,0.00
Jayden Thomas,Notre Dame,Army,ND,-,-,339,4.13,360,6.07,29.03,1.94,15.0,0.19,0.68,0.10,6.8,0.00
Gage Larvadain,South Carolina,Wof,Wof,-,-,340,4.09,342,6.36,29.27,2.27,12.9,0.18,0.73,0.18,4.1,0.00
Justin Bowick,Ball State,BGSU,BGSU,-,-,341,4.08,329,6.58,25.83,2.50,10.3,0.25,0.00,0.00,0.0,0.00
Jayden McGowan,Boston College,UNC,UNC,-,-,342,4.07,313,7.02,33.30,2.95,11.3,0.09,2.05,0.45,4.6,0.00
T.J. Jones,UAB,Rice,Rice,-,-,343,4.05,383,5.64,24.62,1.59,15.5,0.26,0.00,0.00,0.0,0.00
Nick Marsh,Michigan State,Purdue,Purdue,-,-,344,4.05,381,5.66,26.12,1.61,16.2,0.22,1.17,0.22,5.3,0.00
Seth Anderson,Iowa,MD,Iowa,-,-,345,4.03,348,6.25,29.92,2.21,13.5,0.16,0.57,0.08,7.1,0.00
Keagan Johnson,Kansas State,Cin,Cin,-,-,346,4.02,347,6.26,23.84,2.24,10.6,0.24,2.00,0.56,3.6,0.00
Anthony Smith,East Carolina,NorTx,ECU,-,-,347,4.02,358,6.10,30.17,2.08,14.5,0.17,0.00,0.00,0.0,0.00
Alex Brown,Wyoming,Boise,Boise,-,-,348,4.01,350,6.22,24.77,2.21,11.2,0.26,0.00,0.00,0.0,0.00
Casey Cain,UNLV,SJSU,UNLV,-,-,349,4.00,354,6.14,28.84,2.14,13.5,0.19,0.00,0.00,0.0,0.00
Nate McCollum,North Carolina,BC,UNC,-,-,350,4.00,302,7.20,35.08,3.20,11.0,0.08,0.00,0.00,0.0,0.00
Dalton Stroman,Appalachian State,JMU,JMU,-,-,351,4.00,395,5.42,25.50,1.42,18.0,0.24,0.32,0.08,4.0,0.00
Romello Brinson,SMU,UVa,SMU,-,-,352,3.96,357,6.12,29.58,2.17,13.6,0.17,0.00,0.00,0.0,0.00
Dalevon Campbell,South Carolina,Wof,Wof,-,-,353,3.96,359,6.09,33.96,2.13,15.9,0.09,0.27,0.09,3.0,0.00
Malik Phillips,Sam Houston,JacSt,SamHou,-,-,354,3.95,321,6.75,33.73,2.80,12.0,0.08,0.68,0.25,2.7,0.00
Trebor Pena,Syracuse,UConn,UConn,-,-,355,3.92,349,6.25,29.17,2.33,12.5,0.17,0.00,0.00,0.0,0.00
Kaden Saunders,Penn State,Minn,PSU,-,-,356,3.92,385,5.61,20.23,1.69,12.0,0.31,0.46,0.08,5.8,0.00
Javon Harvey,Duke,VaTech,VaTech,-,-,357,3.89,368,5.98,27.43,2.10,13.1,0.19,0.00,0.00,0.0,0.00
Jordan Smith,New Mexico State,MiddTn,NMSt,-,-,358,3.89,335,6.44,28.00,2.55,11.0,0.18,0.00,0.00,0.0,0.00
Isaiah Alston,Iowa State,Utah,IaSt,-,-,359,3.85,376,5.75,26.50,1.90,13.9,0.20,0.00,0.00,0.0,0.00
Stephon Johnson,Houston,Baylor,Baylor,-,-,360,3.85,356,6.13,26.91,2.27,11.9,0.18,0.73,0.09,8.1,0.00
Dont'e Thornton Jr.,Tennessee,UTEP,UTEP,-,-,361,3.85,391,5.49,27.64,1.64,16.9,0.18,0.00,0.00,0.0,0.00
Emmett Mosley,Stanford,Cal,Stan,-,-,362,3.84,365,6.01,27.17,2.17,12.5,0.17,1.25,0.17,7.4,0.00
Kordell David,New Mexico State,MiddTn,NMSt,-,-,363,3.82,369,5.94,24.08,2.12,11.4,0.24,0.00,0.00,0.0,0.00
Elijah Spencer,Minnesota,PSU,PSU,-,-,364,3.82,378,5.74,23.76,1.92,12.4,0.24,0.00,0.00,0.0,0.00
Dane Pardridge,Northern Illinois,Mia-O,NIU,-,-,365,3.81,366,6.00,26.67,2.19,12.2,0.19,0.00,0.00,0.0,0.00
Walker Merrill,Wake Forest,Mia-Fl,Wake,-,-,366,3.78,353,6.16,27.57,2.38,11.6,0.17,0.00,0.00,0.0,0.00
Jimmy Horn,Colorado,Kansas,Colo,-,-,367,3.77,343,6.34,25.81,2.57,10.0,0.19,0.48,0.10,4.8,0.00
Marshaun Brown,Nevada,AF,AF,-,-,368,3.76,372,5.80,27.84,2.04,13.6,0.16,0.00,0.00,0.0,0.00
John Adams,Temple,Tx-SA,Temple,-,-,369,3.74,370,5.88,21.42,2.13,10.1,0.27,0.00,0.00,0.0,0.00
Darius Copeland,Liberty,WestKy,WestKy,-,-,370,3.73,419,4.93,14.90,1.20,12.4,0.10,10.40,2.30,4.5,0.10
Jadon Jackson,Kansas State,Cin,Cin,-,-,371,3.73,393,5.43,22.90,1.70,13.5,0.20,2.40,0.40,6.0,0.00
Malikhi Miller,San Jose State,UNLV,UNLV,-,-,372,3.71,328,6.58,31.57,2.87,11.0,0.09,0.00,0.00,0.0,0.00
Mookie Cooper,Missouri,MissSt,Missou,-,-,373,3.70,327,6.63,36.71,2.93,12.5,0.00,0.27,0.09,3.0,0.00
Malik Elzy,Illinois,Rut,Ill,-,-,374,3.70,386,5.60,25.52,1.90,13.4,0.19,0.00,0.00,0.0,0.00
Octavian Smith,Maryland,Iowa,Iowa,-,-,375,3.69,337,6.39,27.06,2.70,10.0,0.16,0.32,0.16,2.0,0.00
Brandon Buckhaulter,UAB,Rice,Rice,-,-,376,3.68,412,5.06,19.93,1.38,14.4,0.21,4.41,0.41,10.8,0.00
Rodney Harris,Ohio,Toledo,Ohio,-,-,377,3.68,373,5.80,27.02,2.12,12.7,0.16,0.00,0.00,0.0,0.00
Raylen Sharpe,Fresno State,ColoSt,ColoSt,-,-,378,3.67,389,5.55,23.25,1.88,12.4,0.22,0.00,0.00,0.0,0.00
Troy Omeire,Arizona State,BYU,BYU,-,-,379,3.66,388,5.57,21.58,1.92,11.2,0.25,0.00,0.00,0.0,0.00
Eamonn Dennis,Ohio,Toledo,Ohio,-,-,380,3.65,361,6.05,25.87,2.40,10.8,0.18,0.00,0.00,0.0,0.00
Javon Campbell,Louisiana-Monroe,ArkSt,UL-Mon,-,-,381,3.64,382,5.64,24.95,2.00,12.5,0.19,0.00,0.00,0.0,0.00
Kenny Johnson,Pittsburgh,Lou,Pitt,-,-,382,3.62,371,5.88,25.74,2.26,11.4,0.17,0.00,0.00,0.0,0.00
Dymere Miller,Rutgers,Ill,Ill,-,-,383,3.61,374,5.80,27.02,2.19,12.3,0.15,0.00,0.00,0.0,0.00
Jeremiah Webb,South Alabama,SouMis,USA,-,-,384,3.61,407,5.15,25.18,1.55,16.2,0.18,0.00,0.00,0.0,0.00
JoJo Earle,TCU,Ari,Ari,-,-,385,3.57,406,5.16,24.00,1.59,15.1,0.18,1.15,0.26,4.4,0.00
Silas Bolden,Texas,Kty,Kty,-,-,386,3.56,392,5.47,24.27,1.91,12.7,0.18,0.45,0.09,5.0,0.00
Michael Brown-Stephens,South Florida,Tulsa,Tulsa,-,-,387,3.56,387,5.60,25.36,2.04,12.4,0.17,0.00,0.00,0.0,0.00
Kyle Maxwell,Washington State,OreSt,WashSt,-,-,388,3.56,405,5.17,25.56,1.61,15.9,0.17,0.00,0.00,0.0,0.00
